0,1,2,3
Other assets,6602.99,10266.70,"13,707.61"
TOTAL ASSETS,179074.72,197332.00,"230,517.62"
Due to Bank and Financial Instituions,7514.53,5291.53,"7,953.35"
Due to Nepal Rastra Bank,16.97,92.97,352.04
Derivative financial instruments,0.00,0.00,-
Deposits from customers,146587.04,164210.30,"190,031.47"
Borrowing,163.88,171.50,60.49
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,454.45,-,-
Other liabilities,11700.72,8494.93,"8,577.78"
Debt securities issued,,-                        -                        -,
Subordinated Liabilities,,-                        -                        -,
Equity,,,
Share capital,8588.97,9004.80,"9,004.79"
Share premium,,-                        -                        -,
Retained earnings,789.28,-3936.37,800.94
Reserves,3258.88,14002.35,"13,736.75"
TOTAL EQUITY AND LIABILITIES,179074.72,197332.00,"230,517.62"
Interest Income,9220.78,12097.66,15204.45
Interest Expenses,1909.49,2983.43,4974.94
Net Interest Income,7311.29,9114.23,10229.51
Fee and commission income,1142.34,1233.82,1453.28
Fee and commission expense,187.25,183.71,141.05
Net Fee and commission income,955.09,1050.11,1312.23
"Net Interest, Fee and commission income",8266.38,10164.34,11541.74
Net trading income,131.81,58.90,69.35
Other operating income,-68.10,-23.99,120.58
Total operating income,8330.09,10199.25,11731.67
Impairment charge/(reversal) for loans and other losses,594.05,1293.05,452.42
Net operating income,7736.04,8906.20,11279.24
Personnel expenses,2967.38,3132.45,3119.08
Other operating expenses,721.87,783.52,1042.66
Depreciation & Amortisation,111.07,252.66,183.56
Operating Profit,3935.72,4737.57,6933.94
Non operating income,238.36,222.67,154.74
Non operating expense,21.98,9.16,0.63
Profit before income tax,4152.10,4951.08,0
Income Tax Expense,,,
