0,1,2,3
Fee and commission expense,191.53,232.02,482.56
Net Fee and commission income,"1,283.93","1,415.79","1,362.33"
"Net Interest, Fee and commission income","7,239.96","6,549.08","5,824.58"
Net trading income,582.15,679.70,721.05
Other operating income,20.45,2.20,29.08
Total operating income,"7,842.55","7,230.98","6,574.71"
Impairment charge/(reversal) for loans and other losses,598.25,216.11,(335.30)
Net operating income,"7,244.31","7,014.86","6,910.01"
Personnel expenses,"1,542.79","1,597.87","1,550.28"
Other operating expenses,571.03,553.20,534.29
Depreciation and amortization,158.78,149.76,138.67
Operating Profit,"4,971.71","4,714.04","4,686.76"
Non operating income,7.45,6.96,9.87
Non operating expense,19.54,26.39,165.74
Profit before income tax,"4,959.62","4,694.61","4,530.89"
Income Tax Expense,-,-,
Current Tax,"1,495.88","1,419.43","1,501.88"
Deferred Tax,(1.59),(0.09),16.44
Profit for the year,"3,465.33","3,275.27","3,012.56"
