0,1,2,3
7. Nepal SBI Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and cash equivalent,"15,111.52","8,426.35","10,160.63"
Due from Nepal Rastra Bank,"7,580.53","3,272.98","4,519.93"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,-,,-                   33.91
Other trading assets,50.98,90.56,60.44
Loan and advances to B/FIs,"4,819.69","4,586.77","5,183.05"
Loans and advances to customers,"89,615.50","96,951.27","105,394.04"
Investment securities,"12,350.07","21,246.99","23,575.97"
Current tax assets,294.39,410.02,403.89
