0,1,2,3
Net trading income,729.05,580.80,759.05
Other operating income,131.95,179.23,10.52
Total operating income,"5,211.61","4,972.83","4,063.66"
Impairment charge/(reversal) for loans and other losses,88.24,439.07,408.38
Net operating income,"5,123.37","4,533.76","3,655.28"
Personnel expenses,"1,084.36","1,104.24","1,052.26"
Other operating expenses,525.70,530.30,526.33
Depreciation &Amortization,35.70,51.86,64.11
Operating Profit,"3,477.63","2,847.37","2,012.59"
Non operating income,-,-,-
Non operating expense,2.95,9.85,5.00
Profit before income tax,"3,474.68","2,837.51","2,007.59"
Income Tax Expense,,,
Current Tax,"1,022.94",810.79,598.72
Deferred Tax,17.07,39.34,10.04
Profit/Loss for the period,"2,434.66","1,987.39","1,398.84"
