0,1,2,3
Retained earnings,"(2,202.91)","(5,367.42)","(3,849.53)"
Reserves,"11,291.85","13,944.76","14,740.49"
Total Liabilities and Equity,"380,524.79","409,452.88","441,683.64"
,,,
STATEMENT OF PROFIT OR LOSS,FY 2022-23,FY 2023-24,FY 2024-25
Interest Income,"34,112.24","38,609.37","32,357.20"
Interest Expense,"23,046.06","27,806.03","20,735.65"
Net Interest Income,"11,066.18","10,803.34","11,621.55"
Fee and commission income,"1,784.93","2,437.61","3,033.28"
Fee and commission expense,271.62,339.52,371.66
Net Fee and commission income,"1,513.31","2,098.08","2,661.62"
"Net Interest, Fee and commission income","12,579.49","12,901.43","14,283.17"
Net trading income,363.04,366.41,453.18
Other operating income,115.16,368.59,457.68
Total operating income,"13,057.68","13,636.42","15,194.02"
Impairment charge/(reversal) for loans and other losses,"8,115.80","6,841.41","3,451.42"
Net operating income,"4,941.88","6,795.01","11,742.60"
Personnel expenses,"2,209.82","3,857.07","4,311.04"
Other operating expenses,"1,019.95","1,112.70","1,051.55"
Depreciation &Amortization,750.46,851.32,792.81
Operating Profit,961.65,973.92,"5,587.20"
Non operating income,53.75,46.75,73.37
Non operating expense,13.76,21.71,425.94
Profit before income tax,"1,001.65",998.97,"5,234.62"
Income Tax Expense,483.72,-,
Current Tax,479.50,"1,069.30","4,567.34"
Deferred Tax,4.23,(74.94),"(1,152.42)"
Profit for the year,517.92,4.61,"1,819.70"
