0,1,2,3
Impairment charge/(reversal) for loans and other losses,477.10,879.63,497.62
Net operating income,"7,259.61","6,292.25","7,691.38"
Personnel expenses,"2,077.40","2,224.85","2,353.46"
Other operating expenses,549.79,668.68,813.08
Depreciation &Amortization,122.37,150.80,177.18
Operating Profit,"4,510.05","3,247.92","4,347.66"
Non operating income,101.61,327.25,224.76
Non operating expense,-,-,-
Profit before income tax,"4,611.66","3,575.17","4,572.42"
Income Tax Expense,,,
Current Tax,"1,080.43",820.47,"1,275.94"
Deferred Tax,934.49,421.81,335.25
Profit/Loss for the period,"2,596.74","2,332.89","2,961.23"
