0,1,2,3
15. Global IME Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,FY 2022-23,FY 2023-24,FY 2024-25
ASSETS,,,
Cash and cash equivalent,"28,531.85","49,795.64","52,688.97"
Due from Nepal Rastra Bank,"18,649.05","21,314.92","22,144.47"
Placement with Bank and Financial Institutions,668.73,-,-
Derivative financial instruments,996.24,"4,525.35","11,071.93"
Other trading assets,-,-,-
Loan and advances to B/FIs,"13,660.22","13,763.66","15,787.16"
Loans and advances to customers,"354,466.75","369,424.52","410,113.93"
Investment securities,"87,591.67","121,300.90","148,805.84"
Current tax assets,"3,379.90",728.40,"2,441.47"
Investment in subsidiaries,650.70,"1,372.62",728.40
Investment in associates,"1,840.16",85.63,"1,395.77"
Investment property,"1,733.32","4,847.53","6,056.16"
Property and equipment,"7,740.93","8,028.73","8,264.15"
Goodwill and Intangible assets,905.68,888.97,865.93
