0,1,2,3
Consolidated Financials of Commercial Banks,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"252,805.94","267,281.51","267,712.56"
Due from Nepal Rastra Bank,"195,295.82","296,414.68","262,143.82"
Placement with Bank and Financial Institutions,"68,732.49","63,372.42","67,466.71"
Derivative financial instruments,"46,021.70","59,121.99","67,007.79"
Other trading assets,"2,379.52","1,279.74","3,140.11"
Loan and advances to B/FIs,"91,040.92","113,095.33","151,606.46"
Loans and advances to customers,"2,391,117.09","2,811,691.25","3,536,045.23"
Investment securities,"365,123.60","541,016.50","711,317.12"
Current tax assets,"6,617.27","14,754.07","13,790.88"
Investment in subsidiaries,"5,212.73","6,111.27","5,957.22"
Investment in associates,"1,471.74","3,390.28","4,852.18"
Investment property,"4,854.01","5,665.52","6,773.49"
Property and equipment,"48,617.78","52,860.35","55,718.75"
Goodwill and Intangible assets,"1,469.68","2,459.21","2,463.82"
Deferred tax assets,"1,497.16","2,062.84","1,482.80"
Other assets,"66,559.34","59,895.83","65,591.00"
TOTAL ASSETS,"3,548,816.78","4,300,472.78","5,223,069.92"
,,,
Liabilities,"3,109,141.12","3,813,907.80","4,666,353.83"
Due to Bank and Financial Institutions,"116,687.18","124,456.08","143,418.30"
Due to Nepal Rastra Bank,"25,068.34","16,310.42","121,182.00"
Derivative financial instruments,"43,238.18","57,879.29","66,608.36"
Deposits from customers,"2,789,870.57","3,423,016.46","4,086,195.06"
Borrowing,"6,768.97","15,371.38","26,571.82"
Current Tax Liabilities,"1,620.58","1,296.95","1,907.67"
Provisions,298.07,717.19,755.26
Deferred tax liabilities,"6,949.33","7,855.93","13,024.08"
Other liabilities,"91,630.94","115,408.13","107,428.89"
Debt securities issued,"27,008.95","51,584.08","99,262.40"
Subordinated Liabilities,-,-,-
Equity,"439,676.36","486,576.85","556,716.09"
Share capital,"252,260.33","278,798.28","316,196.37"
Share premium,"6,708.36","8,731.07","6,692.78"
Retained earnings,"47,717.69","42,869.08","52,063.47"
Reserves,"132,990.02","156,178.42","181,763.47"
TOTAL EQUITY AND LIABILITIES,"3,548,816.78","4,300,472.78","5,223,069.92"
,,,
