0,1,2,3
Particulars,2017-18,2018-19,2019-20
TOTAL EQUITY AND LIABILITIES,"80,960.28","106,995.72","128,802.65"
Interest Income,"7,063.78","8,942.67","10,132.08"
Interest Expenses,"4,731.49","5,772.99","6,720.07"
Net Interest Income,"2,332.29","3,169.67","3,412.00"
Fee and commission income,585.97,740.71,809.23
Fee and commission expense,60.24,78.43,103.27
Net Fee and commission income,525.73,662.29,705.96
"Net Interest, Fee and commission income","2,858.02","3,831.96","4,117.97"
Net trading income,288.44,360.98,332.90
Other operating income,153.98,112.88,102.59
Total operating income,"3,300.44","4,305.82","4,553.45"
Impairment charge/(reversal) for loans and other losses,314.88,127.52,345.55
Net operating income,"2,985.55","4,178.31","4,207.91"
Personnel expenses,771.59,"1,133.81","1,192.83"
Other operating expenses,419.58,618.33,688.60
Depreciation &Amortization,111.31,133.82,179.29
Operating Profit,"1,683.08","2,292.33","2,147.20"
Non-operating income,5.72,10.62,14.72
Non-operating expense,43.81,61.81,47.04
Profit before income tax,"1,644.98","2,241.14","2,114.88"
Income Tax Expense,,651.07,630.09
Current Tax,483.14,657.10,630.09
Deferred Tax,(19.25),(6.03),-
Profit/Loss for the period,"1,181.09","1,590.07","1,484.79"
