0,1,2,3
Particulars,2017-18,2018-19,2019-20
Investment property,16.56,214.09,265.98
Property and equipment,"3,727.97","4,042.46","4,010.76"
Goodwill and Intangible assets,61.46,90.63,124.62
Deferred tax assets,-,-,-
Other assets,"1,211.52","3,307.98","1,354.77"
TOTAL ASSETS,"171,893.55","185,841.99","203,153.97"
Due to Bank and Financial Institutions,"3,742.41","2,790.96","2,462.22"
Due to Nepal Rastra Bank,505.85,940.27,2.72
Derivative financial instruments,-,-,-
Deposits from customers,"136,585.58","149,392.28","166,362.13"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,868.93,865.21,973.60
Other liabilities,"4,069.77","3,024.07","2,783.05"
Debt securities issued,"1,250.00","3,250.00","3,250.00"
Subordinated Liabilities,,-,-
Equity,"24,871.02","25,579.20","27,320.25"
Share capital,"10,645.60","12,869.75","14,248.95"
Share premium,"1,718.45",105.65,32.60
Retained earnings,"2,735.03","2,064.66","1,623.10"
Reserves,"9,771.94","10,539.14","11,415.59"
TOTAL EQUITY AND LIABILITIES,"171,893.55","185,841.99","203,153.97"
Interest Income,"13,574.10","14,975.21","15,183.85"
Interest Expenses,"7,723.92","8,801.71","9,423.66"
Net Interest Income,"5,850.18","6,173.51","5,760.20"
Fee and commission income,"1,429.75","1,442.87","1,513.16"
Fee and commission expense,211.92,339.74,316.00
Net Fee and commission income,"1,217.83","1,103.13","1,197.17"
"Net Interest, Fee and commission income","7,068.01","7,276.64","6,957.36"
Net trading income,654.48,890.84,871.87
Other operating income,208.30,180.33,230.12
Total operating income,"7,930.79","8,347.81","8,059.36"
Impairment charge/(reversal) for loans and other losses,675.21,"1,596.61","1,880.14"
Net operating income,"7,255.58","6,751.20","6,179.22"
Personnel expenses,"1,467.84","1,546.16","1,426.74"
Other operating expenses,641.03,854.24,856.81
Depreciation &Amortization,187.80,217.42,259.53
