0,1,2,3
7. Himlayan Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and Cash Equivalents,"11,391.81","18,392.31","8,097.76"
Due from Nepal Rastra Bank,"7,133.56","20,235.96","35,686.95"
Placements with Bank and Financial Institutions,"3,322.40","5,019.36","10,501.75"
Derivative financial instruments,17.10,29.84,26.24
Other trading assets,-,-,-
Loans & Advances to BFIs,"7,851.03","10,587.33","10,098.88"
Loans & Advances to Customers,"147,121.80","227,402.17","230,239.74"
Investment securities,"31,900.98","37,596.00","42,143.26"
Current tax assets,459.91,545.73,"1,060.06"
Investments in Subsidiaries,200.00,"1,060.06",190.93
Investments in Associates,192.71,190.93,297.96
Investment property,239.10,589.16,"2,414.93"
Property & Equipment,"3,814.32","5,215.53","8,170.59"
Goodwill and Intangible assets,199.11,995.35,983.14
Deferred tax assets,-,807.27,"1,670.22"
Other assets,"2,442.45","3,725.91","4,153.39"
TOTAL ASSETS,"216,286.27","332,392.90","355,735.81"
Liabilities,"194,276.08","298,762.53","319,112.73"
Due to Bank and Financial Institutions,"3,067.88","5,187.37","3,825.78"
Due to Nepal Rastra Bank,"14,807.90",546.95,-
Derivative financial instruments,25.73,8.79,13.85
Deposits from customers,"168,419.49","275,310.99","293,899.59"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,90.52,-,-
Other liabilities,"5,170.99","9,327.64","12,989.37"
Debt securities issued,"2,693.57","8,380.79","8,384.14"
Subordinated Liabilities,-,-,-
Equity,"22,010.20","33,630.37","36,623.08"
Share Capital,"12,968.73","21,656.62","21,656.62"
Share premium,-,-,-
Retained earnings,"2,567.79","(3,242.63)","(7,441.53)"
Reserves,"6,473.68","15,216.38","22,407.99"
Total Liabilities and Equity,"216,286.27","332,392.90","355,735.81"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"16,565.85","29,094.72","35,576.63"
Interest Expense,"11,622.53","19,173.93","23,958.94"
Net Interest Income,"4,943.32","9,920.78","11,617.69"
Fee and commission income,"1,019.04","1,106.88","1,201.21"
Fee and Commission Expenses,105.47,139.79,162.64
Net Fee and commission income,913.57,967.09,"1,038.57"
"Net Interest, Fee and commission income","5,856.89","10,887.87","12,656.27"
