0,1,2,3
Property and equipment,"2,519.64","3,814.32","5,215.53"
Goodwill and Intangible assets,222.39,199.11,995.35
Deferred tax assets,-,-,807.27
Other assets,"1,718.04","2,442.45","3,725.91"
Total Assets,"178,490.93","216,286.27","332,392.90"
,,,
Liabilities,"158,358.21","194,276.08","298,762.53"
Due to Bank and Financial Institutions,"8,360.64","3,067.88","5,187.37"
Due to Nepal Rastra Bank,"3,025.60","14,807.90",546.95
Derivative Financial Instrument,52.94,25.73,8.79
Deposits from customers,"141,021.07","168,419.49","275,310.99"
Borrowings,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,114.57,90.52,-
Other liabilities,"3,090.59","5,170.99","9,327.64"
Debt securities issued,"2,692.81","2,693.57","8,380.79"
Subordinated Liabilities,-,-,-
,,,
Equity,"20,132.71","22,010.20","33,630.37"
Share Capital,"10,684.40","12,968.73","21,656.62"
Share premium,-,-,-
Retained earnings,"2,938.20","2,567.79","(3,242.63)"
Reserves,"6,510.11","6,473.68","15,216.38"
,,,
Total Liabilities and Equity,"178,490.93","216,286.27","332,392.90"
,,,
Statement of Profit or Loss,2021,2022,2023
,,,
Interest Income,"10,370.84","16,565.85","29,094.72"
Interest Expense,"6,582.12","11,622.53","19,173.93"
Net Interest Income,"3,788.72","4,943.32","9,920.78"
Fees and commission income,778.66,"1,019.04","1,106.88"
Fees and commission expense,80.48,105.47,139.79
Net fee and commission income,698.18,913.57,967.09
"Net interest, fee and commission income","4,486.90","5,856.89","10,887.87"
Net trading income,655.01,595.91,382.60
Other operating income,"2,227.73",126.40,308.27
Total operating income,"7,369.63","6,579.20","11,578.74"
Impairment charge/(reversal) for loans and other losses,145.32,"1,280.86","4,868.93"
Net operating income,"7,224.31","5,298.33","6,709.81"
Personnel expenses,"1,859.37","1,628.05","2,065.44"
Other operating expenses,870.90,758.71,"1,076.99"
Depreciation and Amortization,186.18,355.28,484.46
Operating Profit,"4,307.87","2,556.28","3,082.92"
Non-operating income,18.34,860.05,7.18
Non-operating expense,66.89,19.50,"1,070.45"
