0,1,2,3
Particulars,2017-18,2018-19,2019-20
Subordinated Liabilities,-,-,-
Equity,"13,937.93","28,352.73","28,459.44"
Share capital,-,"14,448.24","14,989.17"
Share premium,"2,598.64",-,-
Retained earnings,"9,921.74","3,422.04","2,100.46"
Reserves,-,"10,482.45","11,369.81"
TOTAL EQUITY AND LIABILITIES,"135,419.61","151,457.73","179,417.06"
Interest Income,"13,603.75","15,480.12","15,349.07"
Interest Expenses,"6,966.29","7,865.13","9,113.28"
Net Interest Income,"6,637.47","7,614.99","6,235.79"
Fee and commission income,949.77,"1,081.48","1,912.61"
Fee and commission expense,6.06,11.01,99.14
Net Fee and commission income,943.71,"1,070.47","1,813.47"
"Net Interest, Fee and commission income","7,581.18","8,685.46","8,049.26"
Net trading income,188.13,318.87,391.15
Other operating income,45.98,18.90,34.85
Total operating income,"7,815.28","9,023.23","8,475.26"
Impairment charge/(reversal) for loans and other losses,(822.35),(289.85),344.65
Net operating income,"8,637.64","9,313.08","8,130.62"
Personnel expenses,"3,060.56","2,928.86","2,540.62"
Other operating expenses,712.32,876.31,914.52
Depreciation &Amortization,131.93,166.19,215.53
Operating Profit,"4,732.83","5,341.72","4,459.95"
Non-operating income,235.83,382.28,80.73
Non-operating expense,4.32,-,0.04
Profit before income tax,"4,964.33","5,723.99","4,540.64"
Income Tax Expense,"1,522.01","1,532.41","1,072.61"
Current Tax,"1,500.23","1,565.73","1,071.41"
Deferred Tax,21.78,(33.32),1.21
Profit/Loss for the period,"3,442.32","4,191.59","3,468.03"
