0,1,2,3
3. Nabil Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"7,952.35","12,479.70","19,371.81"
Due from Nepal Rastra Bank,"7,372.28","6,191.83","5,448.85"
Placement with Bank and Financial Institutions,"10,160.28","11,078.73","10,230.58"
Derivative financial instruments,-,"8,539.06","10,859.60"
Other trading assets,-,-,-
Loan and advances to B/FIs,"4,565.79","6,058.49","5,836.37"
Loans and advances to customers,"109,059.36","127,500.24","148,231.39"
Investment securities,"18,388.08","25,303.07","33,471.81"
Current tax assets,246.38,137.52,283.02
Investment in subsidiaries,78.00,78.00,78.00
Investment in associates,40.00,80.00,80.00
Investment property,8.22,8.22,8.22
Property and equipment,986.26,"1,051.79","1,318.39"
Goodwill and Intangible assets,50.33,41.40,71.75
Deferred tax assets,-,-,-
Other assets,"2,070.72","2,590.77","2,431.48"
TOTAL ASSETS,"160,978.07","201,138.82","237,721.26"
Due to Bank and Financial Institutions,"1,168.66","1,419.04","2,228.86"
Due to Nepal Rastra Bank,32.52,88.47,53.29
Derivative financial instruments,53.84,"8,335.07","10,764.20"
Deposits from customers,"134,810.67","162,953.99","190,806.47"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,"1,009.76",851.54,"1,320.92"
Other liabilities,"3,256.26","4,302.10","4,705.49"
Debt securities issued,60.00,-,"2,040.55"
Subordinated Liabilities,-,-,-
Equity,"20,586.36","23,188.61","25,801.48"
Share capital,"8,043.22","9,011.85","10,097.50"
Share premium,0.07,0.07,0.07
