0,1,2,3
22. Sunrise Bank Limited,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,"2,060.96","2,442.01","6,356.73"
Due from Nepal Rastra Bank,"7,496.22","5,033.06","3,241.04"
Placement with Bank and Financial Institutions,"3,358.05","3,869.63","1,165.35"
Derivative financial instruments,0.80,-,93.86
Other trading assets,-,-,0
Loan and advances to B/FIs,"1,113.36",999.59,"1,149.78"
Loans and advances to customers,"50,158.06","59,213.55","68,865.81"
Investment securities,"6,168.65","9,720.46","11,724.18"
Current tax assets,164.59,43.09,84.94
Investment in subsidiaries,78.57,157.14,157.14
Investment in associates,-,-,0
Investment property,161.45,119.25,398.18
Property and equipment,534.39,730.25,918.84
Goodwill and Intangible assets,58.53,76.42,68.49
Deferred tax assets,-,53.15,2.85
Other assets,505.24,325.33,383.55
TOTAL ASSETS,"71,858.87","82,782.91","94,610.74"
Due to Bank and Financial Institutions,"3,880.81","2,126.89","3,809.33"
Due to Nepal Rastra Bank,-,526.57,839.81
Derivative financial instruments,-,23.32,0
Deposits from customers,"57,286.16","67,366.13","75,432.15"
Borrowing,-,-,0
Current Tax Liabilities,-,-,0
Provisions,-,-,0
Deferred tax liabilities,25.74,-,0
Other liabilities,930.77,"1,185.66","1,263.19"
Debt securities issued,-,-,996.11
Subordinated Liabilities,-,-,0
Equity,"9,735.39","11,554.34","12,270.15"
Share capital,"7,018.10","8,152.56","8,152.56"
Share premium,-,127.16,127.16
