0,1,2,3
Derivative financial instruments,"8,335.07","10,764.20","13,634.23"
Deposits from customers,"162,953.99","190,806.47","223,474.47"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,851.54,"1,438.83","1,346.34"
Other liabilities,"4,302.10","4,496.85","6,703.35"
Debt securities issued,-,"2,035.87","2,096.63"
Subordinated Liabilities,-,-,-
Equity,"23,188.61","25,855.66","33,858.11"
Share capital,"9,011.85","10,097.50","13,844.45"
Share premium,0.07,0.07,158.76
Retained earnings,"3,735.33","3,576.42","4,162.93"
Reserves,"10,441.36","12,181.66","15,691.97"
TOTAL EQUITY AND LIABILITIES,"201,138.82","237,680.03","291,066.22"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"15,243.80","16,462.91","17,188.72"
Interest Expenses,"8,084.53","9,479.25","9,112.83"
Net Interest Income,"7,159.25","6,983.67","8,075.88"
Fee and commission income,"1,291.01","1,305.23","1,565.80"
Fee and commission expense,64.46,63.25,77.23
Net Fee and commission income,"1,226.54","1,241.98","1,488.57"
"Net Interest, Fee and commission income","8,385.80","8,225.64","9,564.45"
Net trading income,448.34,468.09,643.76
Other operating income,494.67,430.41,"1,451.44"
Total operating income,"9,328.81","9,124.14","11,659.65"
Impairment charge/(reversal) for loans and other losses,405.17,856.76,827.52
Net operating income,"8,923.64","8,267.38","10,832.13"
Personnel expenses,"1,949.61","2,009.68","3,411.79"
Other operating expenses,777.20,"1,049.00","1,052.75"
Depreciation &Amortization,170.17,115.63,141.57
Operating Profit,"6,026.65","5,093.07","6,226.02"
Non operating income,17.01,4.45,35.30
Non operating expense,2.34,2.50,5.87
Profit before income tax,"6,041.32","5,095.01","6,255.46"
Income Tax Expense,,-,
Current Tax,"1,810.17","1,551.12","2,258.55"
Deferred Tax,(7.71),80.64,(530.64)
Profit/Loss for the period,"4,238.85","3,463.24","4,527.55"
