0,1,2,3
Current Tax Liabilities,"1,296.95","1,907.67","2,239.06"
Provisions,290.52,238.10,175.93
Deferred tax liabilities,"3,739.34","7,413.52","4,398.40"
Other liabilities,"75,338.99","92,830.56","125,286.00"
Debt securities issued,"50,994.67","78,774.81","104,633.31"
Subordinated Liabilities,-,-,-
,,,
Equity,"399,825.47","463,321.52","491,679.25"
Share capital,"249,533.82","282,384.79","309,128.56"
Share premium,"1,274.10",828.19,566.18
Retained earnings,"35,869.06","41,222.79","38,552.00"
Reserves,"113,148.49","138,885.77","162,580.27"
,,,
Total Liabilities and Equity,"3,588,750.34","4,467,996.64","4,955,072.00"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"284,319.62","284,153.81","382,035.47"
Interest Expenses,"177,297.14","172,695.78","231,559.37"
Net Interest Income,"107,022.47","111,458.03","128,527.79"
Fee and commission income,"22,255.50","25,184.84","28,626.09"
Fee and commission expense,"2,275.64","2,796.74","4,194.73"
Net Fee and commission income,"19,979.86","22,388.11","24,173.29"
"Net Interest, Fee and commission income","127,002.34","133,846.13","152,701.07"
Net trading income,"9,048.25","10,245.23","7,668.79"
Other operating income,"3,049.20","10,337.84","5,531.95"
Total operating income,"139,099.79","154,429.20","165,901.81"
Impairment charge/(reversal) for loans and other losses,"18,139.64","10,844.21","10,519.37"
Net operating income,"120,960.14","143,585.00","155,382.44"
Personnel expenses,"36,232.76","43,653.28","43,864.27"
Other operating expenses,"18,956.69","19,292.00","16,942.43"
Depreciation & Amortization,"4,171.21","4,805.77","7,413.41"
Operating Profit,"61,599.49","75,833.95","81,157.55"
Non-operating income,774.60,585.03,"1,515.60"
Non-operating expense,730.88,"1,016.73","1,760.18"
Profit before income tax,"61,643.21","75,402.25","80,912.98"
Income Tax Expense,-,-,886.51
Current Tax,"18,909.03","23,736.21","25,188.45"
Deferred Tax,(24.49),(979.45),"(1,079.26)"
Profit for the Period,"42,758.68","52,645.49","56,803.78"
