0,1,2,3
2. Rastriya Banijya Bank,Amt. in Rs. Million,,
,2016-17,2017-18,2018-19
Cash and cash equivalent,21943.19,28333.12,"27,028.52"
Due from Nepal Rastra Bank,14806.65,9645.49,"15,772.41"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,-,-,-
Other trading assets,-,-,-
Loan and advances to B/FIs,3590.48,4045.98,"4,554.44"
Loans and advances to customers,105629.79,117414.16,"144,454.64"
Investment securities,23856.18,24469.66,"21,136.97"
Current tax assets,1667.25,624.46,"1,882.58"
Investment in susidiaries,100.00,200.00,200.00
Investment in associates,108.81,230.09,202.01
Investment property,76.94,57.27,114.81
Property and equipment,687.85,919.04,"1,068.69"
Goodwill and Intangible assets,4.57,23.73,53.85
Deferred tax assets,0.00,1102.28,341.10
