0,1,2,3
16.  Citizens Bank International Limited,Amount (Rs. in Millions),,
Statement of Financial Position,2021,2022,2023
,,,
Assets,,,
Cash and cash equivalents,"11,563.04","17,892.74","9,764.25"
Due from Nepal Rastra Bank,"3,796.49","4,266.51","6,703.01"
Placement with Bank and Financial Institutions,"2,874.87","1,233.63","2,236.41"
Derivative financial instruments,47.01,2.66,17.05
Other trading assets,596.89,327.34,318.87
Loans and advances to BFIs,"3,247.17","3,299.92","2,510.67"
Loans and advances to customers,"118,912.04","131,344.33","139,832.01"
Investment securities,"22,017.42","28,153.43","28,685.57"
Current tax assets,288.46,348.14,283.95
Investment in subsidiaries,167.20,167.20,317.20
Investment in associates,16.00,375.65,330.01
Investment property,141.15,208.65,256.13
Property and equipment,"2,880.20","3,704.21","3,757.65"
Goodwill and Intangible assets,83.56,196.84,179.52
Deferred tax assets,-,-,62.80
Other assets,"1,697.54","2,891.41","3,677.52"
Total Assets,"168,329.05","194,412.65","198,932.61"
,,,
Liabilities,"149,441.03","174,003.36","177,969.09"
Due to Bank and Financial Institutions,"2,765.00","4,063.05","3,714.71"
Due to Nepal Rastra Bank,"1,205.56","11,070.25",-
Derivative Financial Instrument,-,-,-
Deposits from customers,"140,638.41","152,801.49","168,842.14"
