0,1,2,3
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and Cash Equivalents,"8,606.16","6,928.20","10,651.34"
Due from Nepal Rastra Bank,"8,472.93","8,491.31","8,604.54"
Placement with Bank and Financial Institutions,,"-             1,609.88",217.35
Derivative financial instruments,"1,192.39","1,506.03",43.71
Other trading assets,-,-,-
Loans and Advances to BFIs,"2,797.52","3,735.16","3,988.29"
Loans and advances to customers,"65,021.93","94,582.17","120,886.04"
Investment securities,"7,502.69","13,885.83","17,293.06"
Current tax assets,120.42,9.42,51.19
Investment in Subsidiaries,-,-,-
Investment in associates,54.66,20.00,20.00
Investment property,956.78,902.95,981.80
Property and equipment,917.96,994.49,"1,037.58"
Goodwill and Intangible assets,11.78,14.48,15.69
Deferred tax assets,69.35,,-                   11.14
Other assets,"1,157.60","2,050.12","3,283.98"
,,,
Total Assets,"96,882.16","134,730.02","167,085.71"
,,,-
Liabilities,"83,721.16","120,085.73","150,962.36"
Due to Bank and Financial Institutions,"6,801.22","4,134.08","6,932.12"
Due to Nepal Rastra Bank,975.71,"2,225.27","2,586.89"
Derivative financial instruments,"1,134.47","1,500.84",89.19
Deposits from customers,"72,815.83","106,667.15","134,576.01"
Borrowings,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,,-                  52.51,-
Other liabilities,"1,993.93","2,435.04","3,640.58"
Debt securities issued,,"-             3,070.85","3,137.56"
Subordinated Liabilities,-,-,-
,,,
Equity,"13,161.00","14,644.29","16,123.34"
Share Capital,"9,353.92","10,314.52","11,139.68"
Share premium,-,-,-
Retained earnings,"1,048.16",868.86,"1,226.79"
Reserves,"2,758.93","3,460.91","3,756.88"
,,,
Total Liabilities and Equity,"96,882.16","134,730.02","167,085.71"
,,,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest income,"8,456.94","8,575.66","13,010.13"
Interest expense,"5,247.39","5,425.77","8,979.17"
Net interest income,"3,209.55","3,149.89","4,030.95"
Fee and commission income,592.29,682.41,"1,083.79"
Fee and commission expense,23.98,30.32,83.13
Net Fee and commission income,568.30,652.10,"1,000.67"
"Net Interest, Fee and Commission Income","3,777.85","3,801.98","5,031.62"
