0,1,2,3
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"10,375.69","11,526.84","11,887.17"
Interest Expenses,"4,186.15","5,908.02","5,466.72"
Net Interest Income,"6,189.54","5,618.82","6,420.44"
Fee and commission income,"1,039.34",790.34,953.78
Fee and commission expense,45.36,43.96,67.35
Net Fee and commission income,993.98,746.39,886.43
"Net Interest, Fee and commission income","7,183.52","6,365.21","7,306.87"
Net trading income,342.41,412.56,456.85
Other operating income,210.78,394.11,425.28
Total operating income,"7,736.72","7,171.88","8,189.00"
