0,1,2,3
Deferred tax assets,302.96,427.34,458.99
Other assets,"5,884.02","3,908.98","3,207.95"
,,,
Total Assets,"167,517.30","215,513.53","232,753.00"
,,-,-
Liabilities,"152,129.53","198,402.26","213,605.25"
Due to Bank and Financial Institutions,"8,280.43","5,591.19","4,308.72"
Due to Nepal Rastra Bank,"4,794.41","11,261.51","16,083.28"
Derivative financial instruments,"5,311.76","6,082.41","1,516.66"
Deposits from customers,"128,740.77","164,850.50","178,652.18"
Borrowings,-,-,-
Current Tax Liabilities,-,-,-
Provisions,23.32,23.32,23.32
Deferred tax liabilities,-,-,-
Other liabilities,"3,980.52","4,956.25","7,383.32"
Debt securities issued,998.32,"5,637.07","5,637.77"
Subordinated Liabilities,-,-,-
,,,
Equity,"15,387.77","17,111.27","19,147.75"
Share Capital,"10,315.51","11,347.06","12,708.70"
Share premium,-,-,-
Retained earnings,"1,216.50","1,599.39","1,032.97"
Reserves,"3,855.76","4,164.83","5,406.07"
,,,
Total Liabilities and Equity,"167,517.30","215,513.53","232,753.00"
,,-,
Statement of Profit or Loss,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Interest Income,"11,797.45","12,899.28","17,030.03"
Interest Expense,"7,276.49","7,875.97","11,287.22"
Net Interest Income,"4,520.96","5,023.30","5,742.81"
Fee and commission income,926.17,"1,140.53","1,376.88"
Fee and commission expense,104.58,120.30,83.64
Net Fee and commission income,821.59,"1,020.24","1,293.25"
"Net Interest, Fee and Commission Income","5,342.55","6,043.54","7,036.06"
Net trading income,393.48,507.23,249.47
Other operating income,94.75,163.30,243.19
Total operating income,"5,830.77","6,714.07","7,528.72"
Impairment Charge/ (Reversal) for Loans and Other Losses,536.66,115.97,430.58
Net operating income,"5,294.12","6,598.10","7,098.14"
Personnel expenses,"2,156.70","2,509.06","2,702.89"
Other operating expenses,"1,058.20","1,185.56","1,033.48"
Depreciation & Amortization,273.89,300.21,509.54
Operating Profit,"1,805.32","2,603.28","2,852.23"
