0,1,2,3
Impairment charge/(reversal) for loans and other losses,865.26,721.96,"3,886.81"
Net operating income,"12,952.26","14,304.75","9,385.62"
Personnel expenses,"4,500.75","4,961.10","4,468.60"
Other operating expense,"2,101.54","2,026.03","2,061.81"
Depreciation &Amortization,384.72,780.82,821.50
Operating Profit,"5,965.25","6,536.80","2,033.70"
Non operating income,62.03,9.46,10.32
Non operating expense,31.07,377.89,"1,097.30"
Profit before income tax,"5,996.20","6,168.37",946.72
Income Tax Expense,,-,-
Current Tax,"1,793.28","1,762.20",207.14
Deferred Tax,(12.00),(38.60),38.08
Profit for the period,"4,214.93","4,444.77",701.50
