0,1,2,3
6. Himalayan Bank Limited,Amount (Rs. in Millions),,
Statement of Financial Position,FY 2019/20,FY 2020/21,FY 2021/22
,,,
Assets,,,
Cash and Cash Equivalents,"7,231.14","8,910.94","11,391.81"
Due from Nepal Rastra Bank,"12,407.82","7,535.70","7,133.56"
Placements with Bank and Financial Institutions,"6,342.17","3,780.74","3,322.40"
Derivative financial instruments,115.62,92.63,17.10
Other trading assets,-,-,-
Loans & Advances to BFIs,"4,998.08","6,045.81","7,851.03"
Loans & Advances to Customers,"101,728.47","126,048.13","147,121.80"
Investment securities,"18,241.67","20,433.63","31,900.98"
Current tax assets,351.50,418.40,459.91
Investments in Subsidiaries,200.00,200.00,200.00
Investments in Associates,195.79,185.06,192.71
Investment property,379.80,379.80,239.10
Property & Equipment,"2,411.79","2,519.64","3,814.32"
Goodwill and Intangible assets,151.10,222.39,199.11
Deferred tax assets,-,-,-
Other assets,"1,129.98","1,718.04","2,442.45"
,,,
Total Assets,"155,884.92","178,490.93","216,286.27"
,,,
Liabilities,"138,295.67","158,358.21","194,276.08"
Due to Bank and Financial Institutions,"6,595.87","8,360.64","3,067.88"
Due to Nepal Rastra Bank,155.74,"3,025.60","14,807.90"
Derivative financial instruments,75.54,52.94,25.73
Deposits from customers,"125,264.38","141,021.07","168,419.49"
Borrowing,-,-,-
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,95.90,114.57,90.52
Other liabilities,"3,544.58","3,090.59","5,170.99"
Debt securities issued,"2,563.66","2,692.81","2,693.57"
Subordinated Liabilities,-,-,-
,,,
Equity,"17,589.25","20,132.71","22,010.20"
Share Capital,"9,372.28","10,684.40","12,968.73"
Share premium,-,-,-
Retained earnings,"2,496.76","2,938.20","2,567.79"
