0,1,2,3
7. Nepal SBI Bank Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"8,243.37","15,111.52","8,426.35"
Due from Nepal Rastra Bank,"9,309.36","7,580.53","3,272.98"
Placement with Bank and Financial Institutions,-,-,-
Derivative financial instruments,122.89,-,-
Other trading assets,23.77,50.98,90.56
Loan and advances to B/FIs,"4,258.39","4,819.69","4,586.77"
Loans and advances to customers,"84,386.34","89,615.50","96,951.27"
Investment securities,"9,269.82","12,350.07","21,246.99"
Current tax assets,261.70,294.39,410.02
Investment in subsidiaries,188.89,188.89,188.89
Investment in associates,-,-,-
Investment property,-,-,-
Property and equipment,941.03,913.29,873.43
Goodwill and Intangible assets,3.93,2.68,5.26
Deferred tax assets,315.10,325.62,389.99
Other assets,989.64,"1,148.76","1,366.27"
