0,1,2,3
13. Laxmi Sunrise Bank Limited,Amt. in Rs. Million,,
Statement of Financial Position,2021-22,2022-23,2023-24
ASSETS,,,
Cash and cash equivalent,"11,194.74","18,187.74","15,047.81"
Due from Nepal Rastra Bank,"6,340.17","20,677.44","15,510.64"
Placement with Bank and Financial Institutions,-,788.70,"6,185.70"
Derivative financial instruments,362.81,"1,899.98","5,190.19"
Other trading assets,10.09,68.19,-
Loan and advances to B/FIs,"5,956.15","7,687.48","7,992.35"
Loans and advances to customers,"126,767.90","247,870.14","247,408.11"
Investment securities,"16,816.56","53,360.55","87,110.57"
Current tax assets,87.58,189.29,893.17
Investment in subsidiaries,417.00,893.17,-
Investment in associates,"1,186.20",-,129.71
Investment property,70.54,"1,275.16","1,563.13"
Property and equipment,"2,394.75","4,864.93","4,562.52"
Goodwill and Intangible assets,76.84,523.75,602.06
Deferred tax assets,-,-,-
Other assets,"1,702.63","3,379.27","3,765.92"
TOTAL ASSETS,"173,383.95","361,665.77","395,961.89"
Liabilities,"156,442.94","323,440.84","355,460.46"
Due to Bank and Financial Institutions,"1,182.34","4,067.00","4,468.97"
Due to Nepal Rastra Bank,"2,569.07",-,-
Derivative financial instruments,363.51,"1,896.71","5,179.64"
Deposits from customers,"139,537.10","296,243.48","328,931.51"
Borrowing,"6,433.11","5,080.62","3,980.64"
Current Tax Liabilities,-,-,-
Provisions,-,-,-
Deferred tax liabilities,234.18,242.70,298.02
Other liabilities,"2,107.41","7,910.33","5,601.68"
Debt securities issued,"4,016.22","8,000.00","7,000.00"
Subordinated Liabilities,-,-,-
Equity,"16,941.02","38,224.93","40,501.44"
Share capital,"11,551.35","21,670.24","23,187.15"
Share premium,-,-,-
Retained earnings,"1,200.80","1,728.33","1,241.68"
Reserves,"4,188.87","14,826.36","16,072.61"
Total liabilities and equity,"173,383.95","361,665.77","395,961.89"
,,,
STATEMENT OF PROFIT OR LOSS,2021-22,2022-23,2023-24
Interest Income,"13,060.13","19,066.47","35,924.61"
Interest Expense,"9,299.76","13,379.78","23,560.75"
Net Interest Income,"3,760.37","5,686.69","12,363.87"
Fee and commission income,"1,156.58","1,214.35","2,454.50"
Fee and commission expense,199.46,230.93,465.65
Net Fee and commission income,957.11,983.42,"1,988.85"
"Net Interest, Fee and commission income","4,717.48","6,670.11","14,352.72"
Net trading income,270.71,214.11,262.96
Other operating income,338.50,504.77,299.30
Total operating income,"5,326.69","7,389.00","14,914.98"
Impairment charge/(reversal) for loans and other losses,554.17,"1,060.70","3,588.06"
