0,1,2,3
12. NIC Asia Bank Limited,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"8,132.49","20,214.54","12,294.51"
Due from Nepal Rastra Bank,"15,860.73","16,097.92","18,721.48"
Placement with Bank and Financial Institutions,313.93,383.95,-
Derivative financial instruments,"1,266.02","7,006.01","5,636.25"
Other trading assets,-,-,9.44
Loan and advances to B/FIs,"4,658.15","6,923.29","12,708.08"
Loans and advances to customers,"115,804.62","142,582.77","160,185.66"
Investment securities,"14,132.77","18,152.96","29,317.24"
Current tax assets,-,-,"4,889.07"
Investment in subsidiaries,270.00,"1,204.50","1,264.50"
Investment in associates,-,-,-
Investment property,74.38,275.94,496.06
Property and equipment,"1,759.42","2,583.72","3,223.64"
Goodwill and Intangible assets,49.83,110.49,112.85
Deferred tax assets,-,-,-
Other assets,"8,620.84","2,166.17","2,994.10"
TOTAL ASSETS,"170,943.18","217,702.26","251,852.89"
Due to Bank and Financial Institutions,"11,629.51","8,535.65","9,271.52"
Due to Nepal Rastra Bank,742.27,314.54,-
Derivative financial instruments,"1,721.81","6,913.41","5,601.04"
Deposits from customers,"139,589.61","176,820.69","201,630.38"
Borrowing,-,-,-
Current Tax Liabilities,25.03,240.29,"1,258.31"
Provisions,-,-,-
