0,1,2,3
Consolidated Financials of the Private Banks,Rs. in Million,,
Particulars,2017-18,2018-19,2019-20
Cash and cash equivalent,"162,051.53","203,857.99","252,152.54"
Due from Nepal Rastra Bank,"163,909.49","164,351.43","227,593.41"
Placement with Bank and Financial Institutions,"58,605.19","60,446.11","60,358.34"
Derivative financial instruments,"12,275.37","40,308.53","72,063.46"
Other trading assets,"1,220.54","2,379.52","1,328.53"
Loan and advances to B/FIs,"113,280.48","81,897.93","97,388.63"
Loans and advances to customers,"1,667,278.22","2,045,434.11","2,403,732.14"
Investment securities,"243,415.82","310,714.29","392,307.08"
Current tax assets,"4,613.42","3,536.77","11,447.70"
Investment in subsidiaries,"3,654.79","4,983.89","5,403.34"
Investment in associates,936.36,"1,200.35","1,461.01"
Investment property,"2,199.86","4,367.47","5,504.61"
Property and equipment,"28,275.94","34,456.68","37,833.32"
Goodwill and Intangible assets,918.09,"1,320.44","1,691.41"
Deferred tax assets,810.32,"1,156.06","1,628.57"
Other assets,"38,619.47","34,914.23","38,697.85"
TOTAL ASSETS,"2,502,064.89","2,995,325.78","3,610,591.93"
Due to Bank and Financial Institutions,"69,750.86","107,180.96","116,119.98"
Due to Nepal Rastra Bank,"11,097.05","24,636.04","16,530.45"
Derivative financial instruments,"12,751.39","37,733.75","71,214.24"
Deposits from customers,"2,014,181.71","2,363,753.39","2,858,201.79"
Borrowing,684.91,"5,697.56","14,791.29"
Current Tax Liabilities,"2,864.61","1,620.58","2,553.08"
Provisions,204.73,166.63,207.42
Deferred tax liabilities,"3,314.93","3,184.82","3,518.74"
Other liabilities,"50,782.73","65,843.99","77,035.39"
Debt securities issued,"10,881.30","27,008.95","50,846.70"
Subordinated Liabilities,"1,041.22",-,-
Equity,"292,627.78","358,499.81","399,572.86"
Share capital,"201,333.48","218,996.15","249,533.82"
Share premium,"7,832.88","3,445.55",494.62
Retained earnings,"30,074.11","40,599.02","30,672.90"
Reserves,"85,269.00","95,459.14","118,871.53"
TOTAL EQUITY AND LIABILITIES,"2,502,064.89","2,995,325.78","3,610,591.93"
Interest Income,"205,592.70","263,411.41","284,846.26"
Interest Expenses,"118,957.73","159,980.82","177,264.02"
