0,1,2,3
Current Tax Liabilities,-,-,-
Provisions,-,82.98,55.65
Deferred tax liabilities,155.43,113.71,75.35
Other liabilities,"1,445.55","1,731.00","2,584.90"
Debt securities issued,-,-,-
Subordinated Liabilities,-,-,-
Equity,"10,151.34","10,170.00","10,693.71"
Share capital,"8,003.39","8,003.39","8,643.66"
Share premium,,-,-
Retained earnings,540.23,723.00,493.70
Reserves,"1,607.72","1,443.61","1,556.35"
TOTAL EQUITY AND LIABILITIES,"62,467.74","76,845.52","109,962.96"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
Interest Income,"5,727.89","6,199.06","7,065.78"
Interest Expenses,"3,526.41","3,962.53","4,849.59"
Net Interest Income,"2,201.47","2,236.53","2,216.19"
Fee and commission income,221.89,300.68,411.51
Fee and commission expense,24.00,27.03,34.53
Net Fee and commission income,197.89,273.66,376.98
"Net Interest, Fee and commission income","2,399.36","2,510.19","2,593.17"
Net trading income,197.96,229.85,226.43
Other operating income,51.74,97.70,166.09
Total operating income,"2,649.06","2,837.74","2,985.70"
Impairment charge/(reversal) for loans and other losses,58.89,223.65,344.69
Net operating income,"2,590.17","2,614.10","2,641.01"
Personnel expenses,792.92,"1,040.79","1,098.91"
Other operating expenses,556.11,554.66,540.46
Depreciation &Amortization,66.52,109.84,118.34
Operating Profit,"1,174.62",908.81,883.29
Non operating income,16.95,-,29.72
Non operating expense,120.84,29.75,157.17
Profit before income tax,"1,070.73",879.06,755.85
Income Tax Expense,,,
Current Tax,350.52,368.93,281.96
Deferred Tax,12.80,(44.93),(53.90)
Profit/Loss for the period,707.41,555.06,527.78
