0,1,2,3
23. Bank of Kathmandu Limited,Amount in Rs. Million,,
Statement of Financial Position,2018-19,2019-20,2020-21
ASSETS,,,
Cash and cash equivalent,"3,115.53","2,373.97","2,994.91"
Due from Nepal Rastra Bank,"4,978.10","9,363.29","6,974.37"
Placement with Bank and Financial Institutions,"2,237.46","2,361.19","2,721.37"
Derivative financial instruments,100.87,67.30,32.54
Other trading assets,355.32,10.26,42.21
Loan and advances to B/FIs,"3,270.19","3,519.47","3,170.51"
Loans and advances to customers,"70,476.86","75,881.61","93,808.16"
Investment securities,"14,762.65","14,170.25","20,123.06"
Current tax assets,-,140.00,194.37
Investment in subsidiaries,140.00,-,140.00
Investment in associates,-,147.68,-
Investment property,24.66,24.66,24.66
Property and equipment,831.36,832.88,828.87
Goodwill and Intangible assets,15.94,16.70,34.93
Deferred tax assets,-,-,-
Other assets,609.68,646.64,891.76
TOTAL ASSETS,"100,918.63","109,555.90","131,981.71"
,,,
LIABILITIES,"86,952.61","95,270.91","115,462.43"
Due to bank and financial institutions,605.67,"1,181.13",910.96
Due to Nepal Rastra Bank,"1,110.84",162.26,"6,059.02"
Derivative financial instruments,-,-,-
Deposits from customers,"82,722.03","92,103.30","103,413.43"
Borrowing,-,-,"1,198.24"
Current Tax Liabilities,58.16,-,-
Provisions,15.17,18.09,13.77
Deferred tax liabilities,312.04,192.84,497.73
Other liabilities,"1,088.68",988.48,"1,080.12"
Debt securities issued,"1,040.02",624.82,"2,289.16"
Subordinated Liabilities,-,-,-
Equity,"13,966.02","14,284.99","16,519.28"
Share capital,"8,063.10","8,546.89","9,658.18"
Share premium,-,-,-
Retained earnings,"1,374.92",977.70,"1,357.82"
Reserves,"4,528.00","4,760.40","5,503.29"
TOTAL EQUITY AND LIABILITIES,"100,918.63","109,555.90","131,981.71"
,,,
STATEMENT OF PROFIT OR LOSS,2018-19,2019-20,2020-21
