0,1,2,3
Other assets,"7,798.00","8,617.98","9,057.49"
TOTAL ASSETS,"481,203.55","557,019.89","636,787.37"
Liabilities,"424,290.87","498,342.96","574,253.22"
Due to bank and financial institutions,"6,277.71","6,687.81","8,633.75"
Due to Nepal Rastra Bank,-,-,-
Derivative financial instruments,"3,812.95","7,763.74","20,401.92"
Deposits from customers,"396,843.50","462,097.42","524,625.96"
Borrowing,-,-,-
Current Tax Liabilities,482.35,38.28,-
Provisions,-,-,-
Deferred tax liabilities,"1,918.85","1,607.55","1,714.95"
Other liabilities,"8,468.53","10,519.72","9,245.88"
Debt securities issued,"6,486.98","9,628.44","9,630.77"
Subordinated Liabilities,-,-,-
Equity,"56,912.68","58,676.93","62,534.15"
Share capital,"27,057.00","27,057.00","27,057.00"
Share premium,-,-,-
Retained earnings,"3,187.06","3,082.90","3,855.51"
Reserves,"26,668.62","28,537.03","31,621.65"
Total liabilities and equity,"481,203.55","557,019.89","636,787.37"
,,,
STATEMENT OF PROFIT OR LOSS,2022-23,2023-24,2024-25
Interest Income,"46,251.16","46,413.43","40,470"
Interest Expense,"28,502.32","30,096.11","24,143"
Net Interest Income,"17,748.84","16,317.31","16,327.28"
Fee and commission income,"3,545.85","3,983.67","4,312"
Fee and commission expense,651.05,741.95,894
Net Fee and commission income,"2,894.79","3,241.72","3,417.47"
"Net Interest, Fee and commission income","20,643.63","19,559.04","19,744.75"
Net trading income,486.56,536.66,768
Other operating income,365.91,215.67,494
Total operating income,"21,496.10","20,311.36","21,006.40"
Impairment charge/(reversal) for loans and other losses,"5,426.27","4,637.74","4,201"
Net operating income,"16,069.83","15,673.62","16,804.98"
Personnel expenses,"4,525.10","4,660.88","5,049"
Other operating expenses,"1,528.76","1,685.43","1,760"
Depreciation and amortization,503.21,679.68,761
Operating Profit,"9,512.76","8,647.64","9,235.46"
Non operating income,43.33,38.17,75
Non operating expense,274.88,89.74,578
Profit before income tax,"9,281.21","8,596.06","8,732.66"
Income Tax Expense,-,-,
Current Tax,"2,803.08","2,743.60","2,975"
Deferred Tax,73.19,(344.64),(164)
Profit for the year,"6,404.94","6,197.11","5,922.14"
